id,episode_id,index,text
Recap:Episode:The_Adventure_0,Episode:The_Adventure,0,"In the Glasshouse Primary School, Bluey and Chloe are playing - Bluey is the Kindly Queen and Chloe as a princess, Bluey as the Kindly Queen, ruling over her babies but they are hungry, and on account of another electricity bill, she doesn't have the money to feed her babies, so she sends Chloe out to find food. Chloe is joined by her best horse friend, Honey Horse (after the first of many quick costume changes) and they set off for the farm."
Recap:Episode:The_Adventure_1,Episode:The_Adventure,1,"The pair encounter “The Terriers” who perform an under-arm farting repertoire before Princess Bluey stands up to them, and they pledge their loyalty."
Recap:Episode:The_Adventure_2,Episode:The_Adventure,2,The girls arrive at the ‘farm’ to find that all the fruit bushes are empty. Grandma Fairy arrives to tell Princess Bluey that the Greedy Queen is responsible and that she must defeat her.
Recap:Episode:The_Adventure_3,Episode:The_Adventure,3,Bluey is too scared though and runs away. CHANGE Honey horse returns to the fruit bushes only to encounter the Greedy Queen who turns her to stone.
Recap:Episode:The_Adventure_4,Episode:The_Adventure,4,Chloe returns to find her best horse friend frozen and vows to find the Greedy Queen. She embarks on a solo mission and comes across the Greedy Queen.
Recap:Episode:The_Adventure_5,Episode:The_Adventure,5,"Chloe is cornered when, luckily, “The Terriers” arrive with their under-arm farting to distract the Queen. Princess Chloe escapes down the hill but the Greedy Queen almost catches her - the girls swap roles and seamlessly continue with the game."
Recap:Episode:The_Adventure_6,Episode:The_Adventure,6,"Bluey reaches a river she can’t cross but Grandma Fairy arrives to give her a magic tennis ball and tell her that she can become anything she desires. When the Greedy Queen reappears, Bluey stands up to her and throws the tennis ball. The Queen chases it and drops her freeze wand, which the Princess grabs and turns her to stone."
Recap:Episode:The_Adventure_7,Episode:The_Adventure,7,Chloe is now reunited with Honey Horse (Bluey) as The Terriers cheer them on.
Recap:Episode:The_Adventure_8,Episode:The_Adventure,8,"On the way home from school, Frank mistakenly assumes that playing princesses means sipping tea and eating cakes in a castle, while Chloe pulls out her freeze wand."
Recap:Episode:Copycat_0,Episode:Copycat,0,"Bandit wakes up to discover that Bluey has decided to copy him today.  His morning stretches quickly turn into a series of goofy moves to see if she can keep up (she can).  He even gets her to say ""Bluey stinks like a monkey's butt."""
Recap:Episode:Copycat_1,Episode:Copycat,1,"He heads out for his morning walk, power-walking ""like those guys in the Olympics.""  They meet Wendy, and Bandit starts slapping his bum, with the intent that Bluey will copy him - and she just shrugs."
Recap:Episode:Copycat_2,Episode:Copycat,2,"They pass a tree, and Bluey stops.  She's spotted an injured budgie.  She calls Bandit back to have a look.  The bird nips him - ""Toughen up, Bandit.""  He sends Bluey to fetch a shoebox and tea towel, which he uses to make a little bed for the bird."
Recap:Episode:Copycat_3,Episode:Copycat,3,"They drive the bird to the vet, Bandit holding the box in place with one hand.  ""You're a good seat belt, Dad.""  He takes his hand away to honk at an inattentive driver, and Bluey panics - he needs to keep being a seat belt."
Recap:Episode:Copycat_4,Episode:Copycat,4,"They arrive at the vet, and Bandit tells Bluey to watch for cars as they cross the street.  Bandit gives the budgie to the veterinarian - he explains that he thinks a cat may have got him.  They sit in the waiting room for a while, and the vet returns with bad news - the budgie has died."
Recap:Episode:Copycat_5,Episode:Copycat,5,"On the car ride back, Bluey tells Bandit that she doesn't want the budgie to have died.  Bandit explains that he doesn't either - but it's out of their hands.  They arrive home, where Chilli is waiting to give her a hug."
Recap:Episode:Copycat_6,Episode:Copycat,6,"Later, in the back yard, Bluey has an idea.  She gets Bingo to pretend to be a budgie.  Power-walking along, Bluey finds an injured Bingo-budgie under a tree.  Bluey tells Bingo to nip her, and gets a chomp instead.  ""Toughen up, Bluey.""  She picks up Bingo and manages to get her into a shoebox, sort of.  She manages to get Bingo into a pedal car, and holds on to her with one hand as she drives.  She pretends to honk at another driver, and goes back to holding Bingo."
Recap:Episode:Copycat_7,Episode:Copycat,7,"She arrives at the play room, and gets out of the car.  She trips on a toy car - ""Got to watch out for cars!"".  She takes Bingo to Chilli, who is serving as the vet.  Bluey tells her that ""a cat beat this feller up.""  Bluey waits in the waiting room, confiding in a teddy bear that she's pretty sure the budgie won't be all right.  Chilli comes back - it's good news!  Bluey steps out of character - no, it's supposed to be bad news, the budgie's dead."
Recap:Episode:Copycat_8,Episode:Copycat,8,"Chilli resets the scene.  It's bad news - the budgie has died.  At this point, Bingo bursts out of the vet's office and starts flapping around the waiting room.  Bluey is annoyed - the budgie's not supposed to be better.  As Chilli says, ""We probably should have told the budgie."""
Recap:Episode:Copycat_9,Episode:Copycat,9,"As Bingo flaps around the back yard, Chilli and Bluey sit on the back steps.  Chilli comforts Bluey - ""This isn't how you wanted the game to go, is it?""  Bluey is able to accept it, though - ""It's out of our hands."""
Recap:Episode:Copycat_10,Episode:Copycat,10,"Bandit comes by - he's just noticed, Bluey stopped copying him."
Recap:Episode:The_Sleepover_0,Episode:The_Sleepover,0,"Bluey and Bingo get to stay up late because they're inviting their cousin Muffin to sleep over. However, when they answer the door, they find Muffin in terrible shape; she speaks rather incoherently, looks exhausted, but behaves wildly, as if without care. The sisters are confused, but Stripe points out that Muffin has skipped her sleep. He negotiates an early bedtime for Muffin, but the sisters argue that they can stay up late, causing him to hastily drive back before he can answer."
Recap:Episode:The_Sleepover_1,Episode:The_Sleepover,1,"Muffin's antics continue from there. She drops a doorstop on her uncle's foot, runs around crashing, and even bites off an inflatable guitar. Meanwhile, the sisters try to negotiate with their mum, who also agrees that Muffin needs to sleep early. The sisters are disappointed, because she promised them that they could stay up late. They settle on one game before bed: ""Restaurant"". The kids have a plan; they will make the game as long as possible."
Recap:Episode:The_Sleepover_2,Episode:The_Sleepover,2,"The kids, with sisters acting as wife and husband and Muffin as daughter Sheila, walk up to the restaurant (playroom), whose waiter Chilli boasts its fast service. The reservation begins well until ""Sheila"" has some shenanigans with a pot plant. All of them enter, with a tired ""Sheila"" reminded that the plate is not a bus's steering wheel. Chilli returns with menus and the kids say that they might take some time deciding. ""No, you won't,"" the ""waiter"" says. At the same time, the tired Muffin's antics start again as she bites the cloth off the table, tries to engage in non-sequitur conversation with a patron (stuffed toy) and even jumps on a table, squirming on it."
Recap:Episode:The_Sleepover_3,Episode:The_Sleepover,3,"The chaotic situation is instantly met by Chilli, whom Bluey assures that the game is not yet done. While she gives her daughter a rather angry look, Bluey suggests a trip to the chip shop. Just outside the ""restaurant"" a chip shop is put up, with Bandit keeping it. He has to endure his shop being shaken by the tired ""Sheila"" before serving them a serving of chips. When it's time to pay, however, Bluey is distressed that if they do it, the game ends. So she tells ""Sheila"" to run with the chips, and the rest of the three along with her."
Recap:Episode:The_Sleepover_4,Episode:The_Sleepover,4,"The shopkeeper calls the police, played by Chilli. Unfortunately for them, the sleep-deprived kid stops to climb up a lawn flamingo, hoping that it will carry her away. Bluey and Bingo quickly realize how tired their cousin is. That is when Officer Chilli gets to them."
Recap:Episode:The_Sleepover_5,Episode:The_Sleepover,5,"The chip-stealing culprit is finally apprehended, and Chilli drops her character to tell her kids that it's finally bedtime; it's already late for them since it's 8 o'clock already. Bluey and Bingo are happy, but their mum isn't. She reminds them that it's their duty to look after Muffin who should have been in bed long ago. Just as she points it out, Muffin promptly drives away with the ""police car"" she's held in. So the sisters chase after her cousin who tries to drive towards the lawn flamingo, with their mum reminding her that they're no longer playing."
Recap:Episode:The_Sleepover_6,Episode:The_Sleepover,6,"They find their cousin crashing the car into the inflatable fountain pool alongside her flamingo. Seeing Muffin still acting pretty wonky, Bingo offers her sister to play even longer. Bluey considers her cousin's condition, and decides to do something about it. So she tells the others to follow her away from the police lady. While Chilli thinks that they're still playing, Bluey winks at her  which reassures Chilli as she can tell Bluey is listening to her."
Recap:Episode:The_Sleepover_7,Episode:The_Sleepover,7,"The kids run all the way to their bedroom, with a sleeping bag already set up. They make it as a hiding place for Muffin, who brings along the lawn flamingo with her. Meanwhile, Chilli has made all the way there, and Bluey has to ""shh"" her; she walks to the room and lift the bag's opening to show Muffin fast asleep. Her mum gives her a stroke on her head; ""Good one, Bluey,"" she whispers."
Recap:Episode:Early_Baby_0,Episode:Early_Baby,0,"This episode is set at the gorgeous hobbit looking Steiner preschool that Bluey attends. Teacher, Calypso, is mediating an argument between Rusty and the girls; Bluey, Indy and Honey."
Recap:Episode:Early_Baby_1,Episode:Early_Baby,1,"The girls were playing Baby Hospital: pretending to deliver babies complete with pregnant bellies/pouches, pronouncement of gender and flannel waiving midwife. Indy had an “early baby” (like her real life sister) so they had to recreate an incubation crib and handwashing station to care for the new baby. Once they got the baby set up and reassured new mum Indy (“you’ll have to be the bravest you’ve ever been”), they were interrupted by Rusty brandishing the “early baby” and asking if they had any crutches."
Recap:Episode:Early_Baby_2,Episode:Early_Baby,2,"Having heard the background of their game, Rusty now understands why they all screamed at him. Calypso wants some more information though so Rusty tells his game story."
Recap:Episode:Early_Baby_3,Episode:Early_Baby,3,"He and Coco the poodle were building a castle when a terrifying dragon (Snickers the sausage dog) came along, as it did every day, demanding a villager as a sacrifice. It ends up being the kings daughter, who assures her father that it’ll be ok, they’ll both just have to be the bravest they’ve ever been."
Recap:Episode:Early_Baby_4,Episode:Early_Baby,4,"Luckily Rusty becomes a knight and sets off to rescue the kings daughter from the dragon. In battle, they swap the wooden doll for Indy’s early baby (who looks more like a daughter) and the knight defeats the sausage dragon but gets injured in the process... hence their arrival at the baby hospital!"
Recap:Episode:Early_Baby_5,Episode:Early_Baby,5,"Now that the girls understand the story THEY want to join in with knights and dragons so everyone goes off to play happily, including Indy and Rusty who had the squabble in the first place."
Recap:Episode:Mums_and_Dads_0,Episode:Mums_and_Dads,0,"After Indy and Rusty made up, following the latter's game clashing with the former's game of Early Baby, the duo are now playing the game of Mums and Dads with the early baby Polly in the Glasshouse Primary School compound. The game initially goes along smoothly until Indy and Rusty head off to work... wait. They both can't go to work! Indy argues that mums go to work while dads stay home ""and mow the lawn,"" while Rusty argues that mums stay at home and look after their children."
Recap:Episode:Mums_and_Dads_1,Episode:Mums_and_Dads,1,"This isn't going to work out. Calypso divides the party before further arguments break out, and Indy swears never to play Mums and Dads with Rusty ""ever again!"""
Recap:Episode:Mums_and_Dads_2,Episode:Mums_and_Dads,2,"Indy goes over to the sandpit, where Mackenzie is currently digging a hole with his bare paws, reaching the bottom of green plastic. However, Mackenzie is going to see this mission through, so Indy decides to find someone else to play with. Indy asks Snickers if he's up to play Mums and Dads with her, but he is immediately tagged by Coco; then Indy goes to Winton, who obliges! Indy goes off to work, for real life this time, but Winton soon returns with Polly. It becomes clear that Winton is not going to take any initiative, and is just going to rely on Indy to tell him what to do. Indy, fed up at this point, hands Polly to one of the Terriers, but the Terriers were about to storm a castle housing Pretzel, Chloe, Honey and Gruber.  The Terriers go ahead and storm the castle anyway, one of them swordfighting Pretzel while carrying Polly in a papoose! A moment later, that same terrier crashes into the blocks serving as Indy's laptop."
Recap:Episode:Mums_and_Dads_3,Episode:Mums_and_Dads,3,"Meanwhile, Rusty asks Bluey if he can play Mums and Dads with her - though she takes the game a bit too literally; the ensuing humourous result catches Rusty, now a for-real-life baby in her game of Mums and Dads, off-guard! Soon, Rusty is put inside a cradle, pacifier in mouth as Bluey is ready to put him to sleep. For real life! Despite his protests, Bluey decides to give Rusty a little nappy change; then Bluey feeds Rusty. Bluey takes Rusty outside, and now with Bluey distracted with the paci he spits out, he makes a run for it, with Bluey in hot pursuit!"
Recap:Episode:Mums_and_Dads_4,Episode:Mums_and_Dads,4,"Indy, with Polly on her once again, encounters a running Rusty, who's running away from Bluey. Indy has an idea: they hide in the sandpit, which now has seven holes, all dug up by Mackenzie. Meanwhile, Bluey takes Winton in as her baby. Indy apologises to Rusty, and after Indy points out Rusty's bonnet, are now back inside. A brief fracas ensues when the work argument comes up again, but they soon come up with a new idea: it's the weekend! However, the sink breaks on them once again, so Rusty fixes it."
Recap:Episode:Hide_and_Seek_0,Episode:Hide_and_Seek,0,"In the backyard, Bluey is with her dad, having a discussion about how to not get distracted; he uses the garden gnome as an example. Bluey claims that not getting distracted is easy, but she immediately snaps her attention to a passing dragonfly. She comes by Bingo, who's put a carrot on her head as an unicorn horn. Bluey rallies the family into playing a game of hide and seek. Bluey's going to be the seeker... oh. She's had a history of being distracted while playing hide and seek. She must promise not to let a thing happen again... what could go wrong?"
Recap:Episode:Hide_and_Seek_1,Episode:Hide_and_Seek,1,"Bingo hides inside the toy box; Bandit inside the cupboard; and Chilli in the shower. Could Bluey find them all before day's end? Bluey pops by Bingo's hiding spot, but she picks up a tennis ball instead. However, she snaps back to the objective at hand, walking away. Bingo is safe, for now. Living room... kitchen... kitchen. While looking through the cupboards inside, she finds a stray Chattermax, which was placed within for an unknown reason. She picks it up and it immediately demands food, so Bluey goes off to give it such."
Recap:Episode:Hide_and_Seek_2,Episode:Hide_and_Seek,2,"She walks by Bingo's spot again... and she looks into Bingo's hiding spot. Instead of finding Bingo, who she literally exposes within the box, she sets off to find some food for the chattermax. There goes the objective. Bingo is very unimpressed. Bluey is about to go back to playing hide and seek, but the chattermax needs to go to the dunny, tossing the objective out the window further. Bluey puts the chattermax on the toilet, allowing it to do its business. Bluey walks by Bandit, and is about to go ba- Oh, the chattermax has finished using the dunny. Now Bluey goes into the upstairs dunny to allow the chattermax to wash its hands- wait, is that Chilli in the shower we see? Oh, she's forgotten what she was doing!"
Recap:Episode:Hide_and_Seek_3,Episode:Hide_and_Seek,3,"She goes off to play with the chattermax instead, having a tea party with it. However, it goes off and Bluey needs to shut it off now. However, she needs help... help she can't get, for the others are still hiding. Going to the backyard, she laments her situations as she notices the garden gnome from earlier. Getting an idea, she puts the chattermax down and goes to concentrate..."
Recap:Episode:Hide_and_Seek_4,Episode:Hide_and_Seek,4,She now remembers her objective: find the others in hide and seek.
Recap:Episode:Hide_and_Seek_5,Episode:Hide_and_Seek,5,"She easily finds the others (Bandit drops his phone in total surprise). Some time later, the family reminisce about their hiding experience. and Bluey her experience of getting distracted once again. The family shares a laugh as Bingo throws her hat into the ring as a seeker... but Bingo can only count to 14! Bluey immediately sights the dragonfly from earlier, but runs off. Bluey and Chilli are shown hiding in the cupboard in the hallway as Bingo finds them... in the bin! Bluey tells Chilli she put the chattermax somewhere peaceful; next to the garden gnome."
Recap:Episode:Hide_and_Seek_6,Episode:Hide_and_Seek,6,"Soon, Bingo finds them!"
Recap:Episode:Camping_0,Episode:Camping,0,"The Heelers are out on a camping trip with their cousin Stripe. Bluey and Bingo try to run a café, but Muffin, the butler, goes rogue, takes the frying pan, and kicks them out of her caravan. Bluey and Bingo's new plan is to live in the forest, but Bingo, who likes stinking, is taken away by Chilli to take a bath (she hasn't showered in three days!)"
Recap:Episode:Camping_1,Episode:Camping,1,"Bluey heads on over to a nearby stream to pick up sticks for her house as she is greeted by a French-speaking boy. Naturally, the girl doesn't understand French, so she doesn't understand Jean-Luc. The Labrador boy gives her one of the sticks, signifying he wants to play. The two start to build their house as Bluey gets hungry... what could she have?"
Recap:Episode:Camping_2,Episode:Camping,2,"The Labrador plants a seed with his newfound friend. However, Bluey needs to eat this instant! Enter a wild pig wanting to fill its bucket, but it runs away once provoked by the duo. Mission failed, but incidentally, it's time for dinner. Before heading off, the boy introduces himself as Jean-Luc, and Bluey introduces herself to her new friend."
Recap:Episode:Camping_3,Episode:Camping,3,"The next day, Bluey and Jean-Luc finish the house, but are still looking out for food for the winter. Enter the wild pig once more - the duo plans to ambush it. However, the pig proves smart, splashing water at them as it runs away once more. Dinnertime once more - oh well, maybe next time."
Recap:Episode:Camping_4,Episode:Camping,4,"Next day - still no fruit tree yet. Jean-Luc tells Bluey that they must catch the pig today - it's their last chance (naturally the Heeler girl doesn't pick up). So the duo return to the drawing board once more - Bluey, mixing water with a rock, caveman-draws the plan into motion. An ambush is in order. The wild pig appears once more with the bucket. Clearly exhausted, but at this point, what's more to lose? Suddenly, a wild Bluey attacks! The pig runs asunder - here comes Jean-Luc! And finally, the pig is downed. Great success!"
Recap:Episode:Camping_5,Episode:Camping,5,"However, with great success comes a great realisation."
Recap:Episode:Camping_6,Episode:Camping,6,"After catching the pig, the duo are idyllic in their elation. Finally happy, brought further together. One more final call of the day - Bluey exchanges a hug with Jean-Luc, but he sadly tells her that ""Non, pas demain matin"" with a sad look on his face."
Recap:Episode:Camping_7,Episode:Camping,7,"""Au revoir, Bluey."""
Recap:Episode:Camping_8,Episode:Camping,8,"The next day, the seed has finally sprouted. Bluey is elated once more, calling out for Jea- wait. Jean-Luc's tent isn't there anymore. Chilli tells Bluey that she saw Jean-Luc's family packing up and leaving. Naturally, Bluey is heartbroken - she never had the chance to say goodbye to her new friend. Walking over to the tree, she cries a quiet sob..."
Recap:Episode:Camping_9,Episode:Camping,9,"Later that night, Bingo needs to do a li'l bush wee - Bluey opts to come as Chilli's bringing Bingo outside. Bluey wonders if she'll ever see Jean-Luc again, and Chilli tells her that special people will come into our lives, stay for a bit, and have to go. Indeed, that's sad, but the world is a magical place! And Bluey can, and will, always cherish the memories she made with her new friend."
Recap:Episode:Camping_10,Episode:Camping,10,"We're taken on a trip through the times, the tree eventually growing to show its full size. Bluey, now grown-up, pops by and reads a book (well Muffin's book, but hey, remember the frying pan over ten years ago?)"
Recap:Episode:Camping_11,Episode:Camping,11,"""Hello, Bluey."""
Recap:Episode:Camping_12,Episode:Camping,12,Jean-Luc has finally returned.
Recap:Episode:Mount_Mumandad_0,Episode:Mount_Mumandad,0,The Heeler family have just returned from a trip to “CrazyWorld” complete with show bags and exhausted parents.
Recap:Episode:Mount_Mumandad_1,Episode:Mount_Mumandad,1,"As Mum and Dad collapse on the couch and cushions, the girls invent a new game to play in their 5mins before bedtime (which requires no movement or speaking from Bandit).... a race to the top of Mount Mumandad."
Recap:Episode:Mount_Mumandad_2,Episode:Mount_Mumandad,2,"Firstly though, Bingo has to pack her “important mountain stuff”: a torch, some purple undies, a pair of socks, a tie and a music box."
Recap:Episode:Mount_Mumandad_3,Episode:Mount_Mumandad,3,They set off climbing up Mt Mum with Bluey finding a stinky bit of the mountain (Mums feet) and Bingo getting distracted taking pictures of the view whilst perched on top of Mums face (my toddlers favorite resting place). Bluey attempts the jump to Mt Dad but slips - luckily Bingo has a rope (tie) in her backpack.
Recap:Episode:Mount_Mumandad_4,Episode:Mount_Mumandad,4,"Once safe, the girls set off again but find the next part of the climb (Dads torso) really slippery so Bluey cheats and uses Bingo’s head as a stepping stone. This causes Bingo to tumble back down Mt Dad, but for cheating, the old man mountain exacts revenge in the form of a cushion avalanche and a storm complete with light flashing."
Recap:Episode:Mount_Mumandad_5,Episode:Mount_Mumandad,5,"The girls shelter inside Bingo’s impromptu tent, complete with hanging light, blankets (socks) and a beanie (undies). Even though Bluey was exasperated at Bingo for taking so much time getting organized, she admits the tent is a great idea, and they play Snap and tell shadow puppet stories until the storm (Bandits snoring) abates. Bluey apologizes for cheating in the race to the top of the mountain, and the girls snuggle while watching the dancing ballerina music box that Bingo thoughtfully packed."
Recap:Episode:Mount_Mumandad_6,Episode:Mount_Mumandad,6,"As they jointly climb the last part of Mount Mumanddad together, the mountain offers up its wisdom on team work and the girls reach the top together. They plant the one united flag on Bandit's head, causing him to startle awake and set everyone off giggling again."
Recap:Episode:Kids_0,Episode:Kids,0,"Best bits: Everyone, even the extras, staying in character the whole time."
Recap:Episode:Kids_1,Episode:Kids,1,"Life lesson: Parents don’t (say they) have favorites, and model the skills you’d like your children to have."
Recap:Episode:Kids_2,Episode:Kids,2,"Dad is on the way to the supermarket with Bluey and Bingo when the discussion starts on “who’s the favorite?” to which Dad replies that parents don’t have favorites, even if they can kick their own butts."
Recap:Episode:Kids_3,Episode:Kids,3,"The girls decide to play “Kids” which consists of Bluey being “Mum”, Bingo reprising her role as “Snowdrop” the toddler (from The Zoo) and Dad playing “Diddums” the older brother."
Recap:Episode:Kids_4,Episode:Kids,4,"As they dash around the supermarket, “Diddums” filling his kid-sized trolley with vegetables and “Mum” filling her trolley with whatever cute little “Snowdrop” wants, they come across Bandits mate Rocko who seamlessly joins in the game."
Recap:Episode:Kids_5,Episode:Kids,5,"Snowdrop throws some chips on the floor and blames Diddums. Mum Bluey tells him that he is a “very naughty boy”, to which Diddums decides to live up to. He steals the trolley and fills it with wholefoods like flaxseed, psyllium and sugarfree chocolate."
Recap:Episode:Kids_6,Episode:Kids,6,"Mum Bluey threatens Diddums with “1, 2, 2 and a half.....” before dragging him off to time out on a toilet paper chair."
Recap:Episode:Kids_7,Episode:Kids,7,"As Diddums protests at the unfairness of his treatment as opposed to “darling” Snowdrops, Mum Bluey blurts out that it’s because Snowdrop is her favorite!"
Recap:Episode:Kids_8,Episode:Kids,8,Diddums sulks over to the time out chair and Snowdrop finally shows her true colours to her mum by throwing an epic cheeky toddler fit.
Recap:Episode:Kids_9,Episode:Kids,9,"Mum Bluey realizes she’s broken the cardinal rule of parenting: no favorites. She apologizes to Diddums for mistreating him and doubting him, but they make up - I’m convinced this has come about due to Bandit and Chilli’s excellent modelling that it’s ok to admit you’re wrong and say sorry to your kids. #dadoftheyear"
Recap:Episode:Kids_10,Episode:Kids,10,"As Diddums does the shopping ‘for real life’, Mum Bluey disciplines naughty toddler Snowdrop."
Recap:Episode:Kids_11,Episode:Kids,11,"On their way through the checkout Mum Bluey accidentally calls Diddums her favorite, before correcting herself to say that BOTH of her children are her favorites (despite Snowdrop rowing a celery boat down the conveyor belt)."
Recap:Episode:Chickenrat_0,Episode:Chickenrat,0,bestbits: Dad staying in character the whole time.
Recap:Episode:Chickenrat_1,Episode:Chickenrat,1,"lifelesson: Kids games are trippy if you break them down, and if you lose something, retrace your steps to find it."
Recap:Episode:Chickenrat_2,Episode:Chickenrat,2,"Dad is clucking around the bedroom with the girls when Mum comes to tell them it’s bedtime. Bingo can’t find her toy bunny Floppy though, so Mum gets them to retrace their steps.... They first visit the balcony where a toy campfire is ready..."
Recap:Episode:Chickenrat_3,Episode:Chickenrat,3,"The episode cleverly runs in reverse as the girls take Mum through their imaginative day, so I’m going to recap it in chronological order for fun."
Recap:Episode:Chickenrat_4,Episode:Chickenrat,4,Dad comes to sit at the lunch table proclaiming he’s so hungry he could eat everyone... Bingo hides her bunny Floppy in the Bingo-version of the famous Tupperware shape sorter (appears to be wood - awaiting Tupperwares remake...).
Recap:Episode:Chickenrat_5,Episode:Chickenrat,5,"Dad then hoes into some sauerkraut, despite his allergy, which makes him sneeze. The girls decide to play “Restaurants” and nominate Dad as their customer."
Recap:Episode:Chickenrat_6,Episode:Chickenrat,6,"Dad lies on the couch with his newspaper as Bluey comes to take his order. In an attempt to extend their cooking as long as possible, Dad asks for a “Chickenrat” egg for breakfast."
Recap:Episode:Chickenrat_7,Episode:Chickenrat,7,"Bluey takes the order to Chef Bingo who proclaims they don’t have any Chickenrat eggs, so they go to the fridge in search of one."
Recap:Episode:Chickenrat_8,Episode:Chickenrat,8,Bluey has an idea which needs her magic wand - the girls run outside to fetch it and make a plan to sneak up in Dad to turn HIM into a Chickenrat. To do this they need to dress up as Ninjas.
Recap:Episode:Chickenrat_9,Episode:Chickenrat,9,"They sneak into the lounge room but Dad escapes to hide upstairs.
The girls look for him and his sneezes (from the sauerkraut) give him away - he is turned into a Chickenrat."
Recap:Episode:Chickenrat_10,Episode:Chickenrat,10,"Chickenrat Dad is then hustled into the bathroom to lay an egg in the nest - Mums laundry basket. After a beautiful song and much grunting, the egg is laid - the Tupperware shape sorter."
Recap:Episode:Chickenrat_11,Episode:Chickenrat,11,The girls then build a campfire from toy blocks on the deck to roast their Chickenrat Egg and here we are at the beginning of the episode and the search for Floppy!
Recap:Episode:Chickenrat_12,Episode:Chickenrat,12,Bingo realizes that by retracing her steps she’s remembered that Floppy is actually IN the Chickenrat egg they’ve been playing with all day.
Recap:Episode:Neighbours_0,Episode:Neighbours,0,"lifelesson: Asking nicely is the best way to get someone to work with you, but if that doesn’t work use ‘the glare’."
Recap:Episode:Neighbours_1,Episode:Neighbours,1,Bluey has decided to build a house out of couch cushions with her two important things: a bookcase and a reading room.
Recap:Episode:Neighbours_2,Episode:Neighbours,2,"Bingo decides to join in and be Blueys neighbor, building her house to accommodate all of her pets and animals. Mum is next to join the girls game as their neighbor, and finally Dad arrives... watch Mum mutter “please say no” and “there goes the neighborhood”"
Recap:Episode:Neighbours_3,Episode:Neighbours,3,"Bluey visits Mum to have Book Club, but they are interrupted by Mums neighbor, Dad, (who is obviously the town bogan) revving tout of his hot rod car which is up on the ‘blocks’."
Recap:Episode:Neighbours_4,Episode:Neighbours,4,"They disband and upon returning to her house, Bluey finds Bingo has expanded her house/zoo into her own living/reading room. Bluey calls Mum for advice but Mum is having trouble with the neighbors feral dog (Dad. Again.) barking like a rabid Rottweiler."
Recap:Episode:Neighbours_5,Episode:Neighbours,5,Dad then moves onto playing drums before stage diving onto the drum kit.
Recap:Episode:Neighbours_6,Episode:Neighbours,6,Bluey takes Mum back to her house to show her that Bingo has now taken over the front yard with her animals.
Recap:Episode:Neighbours_7,Episode:Neighbours,7,"In an attempt to demonstrate “asking someone nicely to do something for you” Mum address’s Dad, who is now on the pretend chainsaw and has cut down a tree and put a hole in her roof.
She asks Dad nicely to fix the roof, and he responds in true bogan style: “Nah, I don’t reckon luv”. They then have a stare off until mum delivers ‘the glare’ and Dad relents, apologizes and offers to fix the roof."
Recap:Episode:Neighbours_8,Episode:Neighbours,8,Bluey returns to her house to find Bingo’s penguins in her living room and decides to try Mums “ask nicely” (and ‘the glare’) method with her neighbor: it works!
Recap:Episode:Neighbours_9,Episode:Neighbours,9,"The excess animals from Bingo’s house are delivered to noisy Bogan Dad in exchange for his chainsaw, drum sticks and hot rod car."
Recap:Episode:Neighbours_10,Episode:Neighbours,10,"It turns out that Dad, like most neighborhood bogans, was just lonely and wanted a friend: “Oh you’re sooooooo bewdiful” he coos to his ponies and penguins."
Recap:Episode:Teasing_0,Episode:Teasing,0,Best Bits: Bandit dressed up as a mum.
Recap:Episode:Teasing_1,Episode:Teasing,1,"Life Lesson: If you’re willing to give it - be willing to accept it, and there is a difference between playing and teasing."
Recap:Episode:Teasing_2,Episode:Teasing,2,Bluey is teasing Bingo by holding her toothbrush out of reach.... setting the scene for what is essentially a roll out of Dad Jokes / Bandits teasing games he plays on the girls.
Recap:Episode:Teasing_3,Episode:Teasing,3,"First up the girls recall “Password” where Dad blocks a doorway and won’t let Bluey through until she guesses the next password. Then there’s “Name Change” where he insists on calling Bluey and Bingo by different names (Sharalanda for Bingo and Dennis for Bluey). Bingo brings up “Pretending to be Mum” when Bingo is looking for her and Dad puts on a falsetto voice, and waxes lyrical about how handsome he is. Then there’s the threat of selling the kids to the “Monkey house” when they visit the Zoo. Followed by Dad pretending to turn his voice “Volume Knob” down so Bingo can’t have a conversation with him."
Recap:Episode:Teasing_4,Episode:Teasing,4,"Bandit tries to maintain his innocence, whilst also questioning some of the things that the kids bring up. Chilli brings up an (obviously recurring) episode that she thinks is definitely teasing - Dad farting and blaming one of the kids. And when Bingo brings up the time she asked him to open an ice block for her, and he started to eat it, he agrees that MAY have been teasing."
Recap:Episode:Teasing_5,Episode:Teasing,5,"But in an attempt to regain some high ground, Bandit reflects on the above mentioned episodes where he thinks the girls were teasing HIM."
Recap:Episode:Teasing_6,Episode:Teasing,6,"“Password” ended with Bluey pushing him over and blowing a raspberry at him. “Name Change” ended with the girls changing Dad's name to “Shubi-do-wa”. “Pretending to be Mum” ended up with the kids turning him INTO a mum complete with makeup, a boa and a handbag. Selling the kids to the “Monkey House” resulted in the girls acting like loud monkeys the whole car trip. And “Volume Knob” resulted in Bingo taking Dad's volume control and turning her own volume up to yell at him."
Recap:Episode:Teasing_7,Episode:Teasing,7,Everyone laughs and Bandit deduces that there IS a difference between teasing and playing... we just don’t know what it is as Bingo turns his “Volume Knob” down!
Recap:Episode:Asparagus_0,Episode:Asparagus,0,bestbits: Bandit the walrus.
